#ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
MCWILER01,Eric,McWilliams,F,1972,1972,6,8,200,California State University Long Beach,1950-04-18
MEARNGE01,George,Mearns,F,1946,1947,6,3,175,University of Rhode Island,1922-04-18
MEDVEST01,Stanislav,Medvedenko,F,2000,2006,6,10,250,NULL,1979-04-04
MEEDA01,Darnell,Mee,G,1993,1994,6,5,175,Western Kentucky University,1971-02-11
MEEKSJO01,Jodie,Meeks,G,2009,2009,6,4,208,Kentucky,1987-08-21
MEELYCL01,Cliff,Meely,F,1971,1975,6,8,215,Colorado University,1947-07-10
MEENTSC01,Scott,Meents,F,1989,1990,6,10,225,University of Illinois,1964-01-04
MEHENDI01,Dick,Mehen,F,1949,1951,6,5,195,University of Tennessee,1922-05-20
MEINEDO01,Don,Meineke,F,1952,1957,6,7,208,Univeristy of Dayton,1930-10-30
MEINHCA01,Carl,Meinhold,G,1947,1948,6,2,185,Long Island University,1926-03-29
MELCHBI01,Bill,Melchionni,G,1966,1975,6,1,165,Villanova University,1944-10-19
MELCHGA01,Gary,Melchionni,G,1973,1974,6,2,185,Duke University,1951-01-19
MELVIED01,Ed,Melvin,F,1946,1946,5,9,170,Duquesne University,1916-02-13
MEMINDE01,Dean,Meminger,G,1971,1976,6,0,175,Marquette University,1948-05-13
MENCECH01,Chuck,Mencel,G,1955,1956,6,0,168,University of Minnesota,1933-04-21
MENGEJO01,John,Mengelt,G,1971,1980,6,2,195,Auburn University,1949-10-16
MENKEKE01,Ken,Menke,G,1949,1949,6,0,168,University of Illinois,1922-10-02
MENSAPO01,Pops,Mensah-Bonsu,F,2006,2009,6,9,240,George Washington University,1983-09-07
MENYADE01,Dewitt,Menyard,C,1967,1967,6,10,210,University of Utah,1944-01-01
MERCERO01,Ron,Mercer,G,1997,2004,6,7,210,University of Kentucky,1976-05-18
MERIWJO01,Joe,Meriweather,C,1975,1984,6,10,215,Southern Illinois University,1953-10-26
MERIWPO01,Porter,Meriwether,G,1962,1962,6,2,180,Tennessee State University,1940-03-16
MESCHTO01,Tom,Meschery,F,1961,1970,6,6,215,Saint Mary's College of California,1938-10-26
MEYERBI01,Bill,Meyer,G,1967,1967,6,3,195,Hiram Scott College,1943-08-30
MEYERLO01,Loren,Meyer,C,1995,1998,6,10,257,Iowa State University,1972-12-30
MEYERDA01,Dave,Meyers,F,1975,1979,6,8,215,University of California - Los Angeles,1953-04-21
MIASEST01,Stan,Miasek,F,1946,1952,6,5,210,NULL,1924-08-08
MICHELA01,Larry,Micheaux,F,1983,1984,6,9,220,University of Houston,1960-03-24
MIHALZI01,Zigmund,Mihalik,G,1946,1946,6,0,180,NULL,1916-09-22
MIHMCH01,Chris,Mihm,C,2000,2008,7,0,265,University of Texas,1979-07-16
MIKANED01,Ed,Mikan,C,1948,1953,6,8,230,DePaul University,1925-10-20
MIKANGE01,George,Mikan,C,1948,1955,6,10,245,DePaul University,1924-06-18
MIKANLA01,Larry,Mikan,F,1970,1970,6,7,210,University of Minnesota,1948-04-08
MIKKEVE01,Vern,Mikkelsen,F,1949,1958,6,7,230,Hamline University,1928-10-21
MIKSIAL01,Al,Miksis,C,1949,1949,6,7,210,Western Illinois University,1928-02-02
MILESDA01,Darius,Miles,F,2000,2008,6,9,210,NULL,1981-10-09
MILESED01,Eddie,Miles,G,1963,1971,6,4,195,Seattle University,1940-07-05
MILESCJ01,CJ,Miles,G,2005,2009,6,6,210,NULL,1987-03-18
MILESAA01,Aaron,Miles,G,2005,2005,6,1,175,University of Kansas,1983-04-13
MILICMA01,Marko,Milic,G,1997,1998,6,6,235,NULL,1977-05-07
MILICDA01,Darko,Milicic,C,2003,2009,7,0,245,NULL,1985-06-20
MILITNA01,Nat,Militzok,F,1946,1946,6,3,195,Cornell University,1923-05-03
MILLEAN01,Anthony,Miller,F,1994,2004,6,9,225,Michigan State University,1971-10-22
MILLEAN02,Andre,Miller,G,1999,2009,6,2,200,University of Utah,1976-03-19
MILLEBI01,Bill,Miller,F,1948,1948,6,3,190,University of North Carolina,1924-11-24
MILLEBO01,Bob,Miller,F,1983,1983,6,10,230,University of Cincinnati,1956-07-09
MILLEBR01,Brad,Miller,C,1998,2009,6,11,244,Purdue University,1976-04-12
MILLEDI01,Dick,Miller,F,1980,1980,6,6,215,University of Toledo,1958-04-26
MILLEED01,Eddie,Miller,F,1952,1953,6,8,225,Syracuse University,1931-06-18
MILLEHA01,Harry,Miller,C,1946,1946,6,4,230,University of North Carolina,1923-07-28
MILLEJA01,Jay,Miller,F,1967,1970,6,5,205,University of Notre Dame,1943-07-19
MILLELA01,Larry,Miller,G,1968,1974,6,4,190,University of North Carolina,1946-04-04
MILLEMI01,Mike,Miller,G,2000,2009,6,9,218,University of Florida,1980-02-19
MILLEOL01,Oliver,Miller,C,1992,2003,6,9,280,University of Arkansas,1970-04-06
MILLERE01,Reggie,Miller,G,1987,2004,6,7,185,University of California - Los Angeles,1965-08-24
MILLEWA01,Walt,Miller,F,1946,1946,6,2,190,Duquesne University,1915-07-30
MILLSCH01,Chris,Mills,F,1993,2002,6,6,215,University of Arizona,1970-01-25
MILLSJO01,John,Mills,C,1946,1946,6,8,203,Western Kentucky University,1919-09-07
MILLSTE01,Terry,Mills,F,1990,2000,6,10,230,University of Michigan,1967-12-21
MILLSPA02,Patrick,Mills,G,2009,2009,6,0,185,St. Mary's,1988-08-11
MILLSPA01,Paul,Millsap,F,2006,2009,6,8,258,Louisiana Tech University,1985-02-10
MINERHA01,Harold,Miner,G,1992,1995,6,5,210,University of Southern California,1971-05-05
MINGYA01,Yao,Ming,C,2002,2008,7,5,296,NULL,1980-09-12
MINNIDI01,Dirk,Minniefield,G,1985,1987,6,3,180,University of Kentucky,1961-01-17
MINORDA01,Dave,Minor,G,1951,1952,6,2,185,University of California - Los Angeles,1922-02-23
MINORGR01,Greg,Minor,G,1994,1998,6,6,210,University of Louisville,1971-09-18
MINORMA01,Mark,Minor,F,1972,1972,6,6,215,Ohio State University,1950-05-14
MISAKWA01,Wat,Misaka,G,1947,1947,5,7,150,University of Utah,1923-12-21
MISKIJA01,Jason,Miskiri,G,1999,1999,6,2,175,George Mason University,1975-08-19
MITCHLE01,Leland,Mitchell,G,1967,1967,6,4,210,Mississippi State University,1941-02-22
MITCHMI01,Mike,Mitchell,F,1978,1987,6,7,215,Auburn University,1956-01-01
MITCHMU01,Murray,Mitchell,C,1949,1949,6,6,NULL,Sam Houston State University,1923-03-19
MITCHSA01,Sam,Mitchell,F,1989,2001,6,6,210,Mercer University,1963-09-02
MITCHTO01,Todd,Mitchell,F,1988,1988,6,7,205,Purdue University,1966-07-26
MIXST01,Steve,Mix,F,1969,1982,6,7,215,University of Toledo,1947-12-30
MLKVYBI01,Bill,Mlkvy,F,1952,1952,6,4,190,Temple University,1931-01-19
MOBLECU01,Cuttino,Mobley,G,1998,2008,6,4,190,University of Rhode Island,1974-09-01
MOBLEER01,Eric,Mobley,C,1994,1996,6,11,235,University of Pittsburgh,1970-02-01
MOEDO01,Doug,Moe,F,1967,1971,6,5,215,University of North Carolina,1938-09-21
MOFFELA01,Larry,Moffett,F,1977,1977,6,8,210,University of Nevada - Las Vegas,1954-11-05
MOGUSLE01,Leo,Mogus,F,1946,1950,6,4,190,Youngstown State University,1921-04-13
MOHAMNA01,Nazr,Mohammed,C,1998,2009,6,10,221,University of Kentucky,1977-09-05
MOISOJE01,Jerome,Moiso,F,2000,2004,6,10,232,University of California - Los Angeles,1978-06-15
MOKESPA01,Paul,Mokeski,C,1979,1990,7,0,250,University of Kansas,1957-01-03
MOLINJA01,Jack,Molinas,F,1953,1953,6,6,200,Columbia University,1931-01-01
MOLISWA01,Wayne,Molis,F,1966,1967,6,8,230,Lewis University,1943-04-17
MONCRSI01,Sidney,Moncrief,G,1979,1990,6,3,180,University of Arkansas,1957-09-21
MONEYER01,Eric,Money,G,1974,1979,6,0,170,University of Arizona,1955-02-06
MONIASE01,Sergei,Monia,F,2005,2005,6,8,220,NULL,1983-04-15
MONROEA01,Earl,Monroe,G,1967,1979,6,3,185,Winston-Salem State University,1944-11-21
MONRORO01,Rodney,Monroe,G,1991,1991,6,3,185,North Carolina State University,1968-04-16
MONTGHO01,Howie,Montgomery,F,1962,1962,6,4.5,220,University of Texas - Pan American,1940-08-22
MONTRER01,Eric,Montross,C,1994,2001,7,0,270,University of North Carolina,1971-09-23
MOONJA01,Jamario,Moon,F,2007,2009,6,8,205,Meridian Community College,1980-06-13
MOONEJI01,Jim,Mooney,F,1952,1952,6,5,215,Villanova University,1930-07-08
MOOREAN01,Andre,Moore,F,1987,1987,6,9,215,Loyola University Chicago,1964-07-02
MOOREGE01,Gene,Moore,C,1968,1974,6,9,225,Saint Louis University,1945-07-29
MOOREJA01,Jackie,Moore,F,1954,1956,6,5,180,La Salle University,1932-09-24
MOOREJO01,Johnny,Moore,G,1980,1989,6,1,175,University of Texas,1958-03-03
MOORELA01,Larry,Moore,F,1967,1967,6,7,215,none?,1944-01-01
MOORELO01,Lowes,Moore,G,1980,1982,6,1,170,West Virginia University,1957-05-05
MOOREMI01,Mikki,Moore,C,1998,2009,6,11,225,University of Nebraska,1975-11-04
MOOREOT01,Otto,Moore,C,1968,1976,6,11,205,University of Texas - Pan American,1946-08-27
MOORERI01,Richie,Moore,G,1967,1967,6,2,190,Hiram Scott College,1945-01-01
MOORERO01,Ron,Moore,C,1987,1987,7,0,260,West Virginia State University,1962-01-16
MOORETR01,Tracy,Moore,G,1991,1996,6,4,200,University of Tulsa,1965-12-28
MORELJA01,Jackie,Moreland,F,1960,1969,6,7,215,Louisiana Tech University,1938-03-11
MORGAGU01,Guy,Morgan,G,1982,1982,6,8,205,Wake Forest University,1960-08-23
MORGARE01,Rex,Morgan,G,1970,1971,6,5,190,Jacksonville University,1948-10-27
MORGEEL01,Elmo,Morgenthaler,C,1946,1948,6,9,230,New Mexico Institute of Mining and Technology,1922-08-03
MORNIDA01,Darren,Morningstar,C,1993,1993,6,10,235,University of Pittsburgh,1969-04-22
MORRICH01,Chris,Morris,F,1988,1998,6,8,210,Auburn University,1966-01-20
MORRITE01,Terence,Morris,F,2001,2005,6,9,221,University of Maryland,1979-01-11
MORRIIS01,Isaiah,Morris,F,1992,1992,6,8,229,University of Arkansas,1969-04-02
MORRIMA01,Max,Morris,F,1949,1949,6,2,195,Northwestern University,1925-03-14
MORRIRA01,Randolph,Morris,C,2006,2009,6,11,260,University of Kentucky,1986-01-02
MORRIAD01,Adam,Morrison,F,2006,2009,6,8,205,Gonzaga University,1984-07-19
MORRIMI01,Mike,Morrison,G,1989,1989,6,4,195,Loyola College in Maryland,1967-08-16
MORRIJO01,John,Morrison,G,1967,1967,6,2,190,Canisius College,1945-05-02
MORRIDW01,Dwight,Morrison,F,1954,1957,6,8,220,University of Idaho,1932-04-26
MORROAN01,Anthony,Morrow,G,2008,2009,6,5,210,Georgia Institute of Technology,1985-09-27
MORTODW01,Dwayne,Morton,G,1994,1994,6,7,195,University of Louisville,1971-08-08
MORTOJO01,John,Morton,F,1989,1991,6,3,180,Seton Hall University,1967-05-18
MORTORI01,Richard,Morton,F,1988,1988,6,3,190,California State University Fullerton,1966-02-02
MOSLEGL01,Glenn,Mosley,F,1977,1978,6,8,195,Seton Hall University,1955-12-26
MOSSPE01,Perry,Moss,G,1985,1986,6,2,185,Northeastern University,1958-11-11
MOTENLA01,Lawrence,Moten,G,1995,1997,6,5,185,Syracuse University,1972-03-25
MOTTOHA01,Hanno,Mottola,C,2000,2001,6,11,247,University of Utah,1976-09-09
MOUNTRI01,Rick,Mount,G,1970,1974,6,3,175,Purdue University,1947-01-05
MOURNAL01,Alonzo,Mourning,C,1992,2007,6,10,240,Georgetown University,1970-02-08
MRAZOCH01,Chuck,Mrazovich,F,1950,1950,6,5,185,Eastern Kentucky University,1924-02-26
MUELLER01,Erwin,Mueller,F,1966,1973,6,8,230,University of San Francisco ,1944-03-12
MULLAJO01,Joe,Mullaney,G,1949,1949,6,0,165,College of Holy Cross,1925-11-17
MULLEBO01,Bob,Mullens,G,1946,1946,6,1,175,Fordham University,1922-11-01
MULLEB.01,B.J.,Mullens,C,2009,NULL,7,0,275,Ohio State,1989-02-14
MULLICH01,Chris,Mullin,F,1985,2000,6,6,200,Saint John's University,1963-07-30
MULLIJE01,Jeff,Mullins,G,1964,1975,6,4,190,Duke University,1942-03-18
MULLEBY01,Byron,Mullins,C,2009,2009,7,0,275,Ohio State,1989-02-14
MUNDTTO01,Todd,Mundt,C,1995,1995,7,0,250,Delta State University,1970-05-17
MUNKCH01,Chris,Munk,F,1990,1990,6,9,225,University of Southern California,1967-08-05
MUNROGE01,George,Munroe,G,1946,1947,5,11,170,Dartmouth University,1922-01-05
MURDOER01,Eric,Murdock,G,1991,1999,6,1,190,Providence College,1968-06-14
MURESGH01,Gheorghe,Muresan,C,1993,1999,7,7,303,Cluj University (ROM),1971-02-14
MURPHAL01,Allen,Murphy,G,1975,1976,6,4.5,190,University of Louisville,1952-07-15
MURPHCA01,Calvin,Murphy,G,1970,1982,5,9,165,Niagara University,1948-05-09
MURPHDI01,Dick,Murphy,G,1946,1946,6,1,175,Marshall University,1921-03-10
MURPHJA01,Jay,Murphy,F,1984,1987,6,9,220,Boston College,1962-06-26
MURPHJO01,John,Murphy,F,1946,1946,6,2,175,NULL,1924-09-13
MURPHRO01,Ronnie,Murphy,F,1987,1987,6,5,225,Jacksonville University,1964-07-29
MURPHTO01,Tod,Murphy,C,1987,1993,6,9,220,University of California Irvine,1963-12-24
MURPHTR01,Troy,Murphy,F,2001,2009,6,11,245,University of Notre Dame,1980-05-02
MURRAKE01,Ken,Murray,G,1950,1954,6,2,190,Saint Bonaventure University,1928-04-20
MURRALA01,Lamond,Murray,F,1994,2005,6,7,236,University of California Berkeley,1973-04-20
MURRATR01,Tracy,Murray,F,1992,2003,6,7,225,University of California - Los Angeles,1971-07-25
MURRARO01,Ronald,Murray,G,2002,2009,6,4,190,Shaw University,1979-07-29
MURREWI01,Willie,Murrell,F,1967,1969,6,6,225,Kansas State University,1941-09-13
MURREDO01,Dorie,Murrey,F,1966,1971,6,8,215,University of Detroit Mercy,1943-09-07
MUSIAN01,Angelo,Musi,G,1946,1948,5,9,145,Temple University,1918-07-25
MUSTAJE01,Jerrod,Mustaf,F,1990,1993,6,10,238,University of Maryland,1969-10-28
MUTOMDI01,Dikembe,Mutombo,C,1991,2008,7,2,245,Georgetown University,1966-06-25
MUURSMA01,Martin,Muursepp,F,1996,1997,6,9,235,?,1974-09-26
MYERSPE01,Pete,Myers,G,1986,1997,6,6,180,University of Arkansas at Little Rock,1963-09-15
NDONGBO01,Boniface,N'Dong,C,2005,2005,7,0,198,NULL,1977-03-09
NABERBO01,Bob,Naber,F,1952,1952,6,3,185,University of Louisville,1929-09-03
NACHABO01,Boris,Nachamkin,F,1954,1954,6,6,210,New York University,1933-12-06
NACHBBO01,Bostjan,Nachbar,F,2002,2007,6,9,221,NULL,1980-04-03
NAGELJE01,Jerry,Nagel,G,1949,1949,6,0,190,Loyola University Chicago,1928-05-18
NAGYFR01,Fred,Nagy,G,1948,1948,6,1.5,185,University of Akron,1924-01-03
NAILOLE01,Lee,Nailon,F,2000,2005,6,8,241,Texas Christian University,1975-02-22
NAJERED01,Eduardo,Najera,F,2000,2009,6,8,240,University of Oklahoma,1976-07-11
NANCELA01,Larry,Nance,F,1981,1993,6,10,205,Clemson University,1959-02-12
NAPOLPA01,Paul,Napolitano,G,1948,1948,6,2,185,University of San Francisco ,1923-02-03
NASHBO01,Bob,Nash,F,1972,1978,6,8,195,University of Hawaii,1950-08-24
NASHCH01,Charles,Nash,F,1964,1967,6,5,215,University of Kentucky,1942-07-24
NASHST01,Steve,Nash,G,1996,2009,6,3,195,Santa Clara University,1974-02-07
NATERSW01,Swen,Nater,C,1973,1983,6,11,240,University of California - Los Angeles,1950-01-14
NATHAHO01,Howard,Nathan,G,1995,1995,5,11,175,University of Louisiana at Monroe,1972-01-21
NATTCA01,Calvin,Natt,F,1979,1989,6,6,220,University of Louisiana at Monroe,1957-01-08
NATTKE01,Kenny,Natt,G,1980,1984,6,3,185,University of Louisiana at Monroe,1958-10-05
NAULLWI01,Willie,Naulls,F,1956,1965,6,6,225,University of California - Los Angeles,1934-10-07
NAVARJU01,Juan Carlos,Navarro,G,2007,2007,6,3,170,NULL,1980-06-13
NDIAYMA01,Makhtar,Ndiaye,F,1998,1998,6,8,245,University of North Carolina,1973-12-12
NDIAYMA02,Mamadou,Ndiaye,C,2000,2004,7,0,255,Auburn University,1975-06-16
NEALCR01,Craig,Neal,G,1988,1990,6,5,165,Georgia Institute of Technology,1964-02-16
NEALJI01,Jim,Neal,C,1953,1954,6,11,235,Wofford College,1930-05-21
NEALLL01,Lloyd,Neal,F,1972,1978,6,7,225,Tennessee State University,1950-12-10
NEALYED01,Ed,Nealy,F,1982,1992,6,7,238,Kansas State University,1960-02-19
NEGRAAL01,Al,Negratti,F,1946,1946,6,3,200,Seton Hall University,1921-06-12
NELSOBA01,Barry,Nelson,C,1971,1971,6,10,230,Duquesne University,1949-09-19
NELSODO01,Don,Nelson,F,1962,1975,6,6,210,University of Iowa,1940-05-15
NELSOLO01,Louie,Nelson,G,1973,1977,6,3,190,University of Washington,1951-05-28
NELSORO01,Ron,Nelson,G,1970,1970,6,2,175,University of New Mexico,1946-10-07
NELSODE01,DeMarcus,Nelson,G,2008,2008,6,4,200,Duke University,1985-11-02
NELSOJA01,Jameer,Nelson,G,2004,2009,6,0,190,Saint Joseph's University,1982-02-09
NEMBHRU01,Ruben,Nembhard,G,1996,1996,6,3,208,Weber State University,1972-02-20
NEMELDI01,Dick,Nemelka,G,1970,1970,6,0,175,Brigham Young University,1943-10-01
NESBYTY01,Tyrone,Nesby,F,1998,2001,6,6,225,University of Nevada - Las Vegas,1976-01-31
NESSLMA01,Martin,Nessley,F,1987,1987,7,2,260,Duke University,1965-02-16
NESTERA01,Radoslav,Nesterovic,C,1998,2009,7,0,248,NULL,1976-05-30
NETOLBO01,Bob,Netolicky,C,1967,1975,6,9,220,Drake University,1942-08-02
NEUMAJO01,Johnny,Neumann,G,1971,1977,6,6,200,University of Mississippi,1951-09-11
NEUMAPA01,Paul,Neumann,G,1961,1966,6,1,175,Stanford University,1938-01-30
NEVITCH01,Chuck,Nevitt,C,1982,1993,7,5,217,North Carolina State University,1959-06-13
NEWBEME01,Melvin,Newbern,G,1992,1992,6,4,200,University of Minnesota,1967-06-11
NEWBIIV01,Ivano,Newbill,F,1994,1997,6,9,245,Georgia Institute of Technology,1970-12-12
NEWBLIR01,Ira,Newble,G,2000,2007,6,7,240,Miami University,1975-01-20
NEWLIMI01,Mike,Newlin,G,1971,1981,6,4,200,University of Utah,1949-01-02
NEWMAJO01,Johnny,Newman,F,1986,2001,6,7,190,University of Richmond,1963-11-28
NEWMADA01,Dave,Newmark,C,1968,1970,7,0,240,Columbia University,1946-09-11
NEWTOBI01,Bill,Newton,C,1972,1973,6,9,220,Louisiana State University,1950-12-22
NICHOJA01,Jack,Nichols,C,1948,1957,6,7,222,University of Washington,1926-04-09
NICHODE01,Demetris,Nichols,F,2007,2008,6,8,216,Syracuse University,1984-09-04
NICKEGA01,Gaylon,Nickerson,G,1996,1996,6,3,190,Northwest Oklahoma State University,1969-02-05
NICKSCA01,Carl,Nicks,G,1980,1982,6,1,175,Indiana State University,1958-10-06
NIEMARI01,Rich,Niemann,C,1968,1971,7,0,245,Saint Louis University,1946-07-02
NIEMIJO01,John,Niemiera,G,1948,1949,6,1,165,University of Notre Dame,1921-05-26
NILESMI01,Mike,Niles,F,1980,1980,6,6,225,California State University Fullerton,1955-03-31
NIMPHKU01,Kurt,Nimphius,C,1981,1989,6,10,218,Arizona State University,1958-03-13
NIXDY01,Dyron,Nix,G,1989,1989,6,7,210,University of Tennessee,1967-02-11
NIXONNO01,Norm,Nixon,G,1977,1988,6,2,170,Duquesne University,1955-10-11
NOAHJO01,Joakim,Noah,F,2007,2009,6,11,232,University of Florida,1985-02-25
NOBLECH01,Chuck,Noble,G,1955,1961,6,4,190,University of Louisville,1931-07-24
NOCIOAN01,Andres,Nocioni,F,2004,2009,6,7,225,NULL,1979-11-30
NOELDA01,David,Noel,F,2006,2006,6,6,230,University of North Carolina,1984-02-27
NOELPA01,Paul,Noel,F,1947,1951,6,4,185,University of Kentucky,1924-08-04
NOLANJI01,Jim,Nolan,C,1949,1949,6,8,210,Georgia Institute of Technology,1927-06-09
NOLENPA01,Paul,Nolen,C,1953,1953,6,10,NULL,Texas Tech University,1929-09-03
NORDGJE01,Jeff,Nordgaard,F,1997,1997,6,7,225,University of Wisconsin - Green Bay,1973-02-23
NORDMRO01,Robert,Nordmann,C,1961,1964,6,10,225,Saint Louis University,1939-12-11
NORLAJO01,Johnny,Norlander,F,1946,1950,6,3,180,Hamline University,1921-03-05
NORMACO01,Connie,Norman,G,1974,1978,6,3,175,University of Arizona,1953-09-24
NORMAKE01,Ken,Norman,F,1987,1996,6,8,215,University of Illinois,1964-09-05
NORRIAU01,Audie,Norris,C,1982,1984,6,9,230,Jackson State University,1960-12-18
NORRIMO01,Moochie,Norris,G,1996,2005,6,1,175,University of West Florida,1973-07-27
NORRISY01,Sylvester,Norris,C,1979,1979,6,11,220,Jackson State University,1957-02-18
NORWOWI01,Willie,Norwood,F,1971,1977,6,7,220,Alcorn State University,1947-08-08
NOSTRGE01,George,Nostrand,C,1946,1949,6,8,195,University of Wyoming,1924-01-25
NOSZKST01,Stan,Noszka,G,1946,1948,6,1,185,Duquesne University,1920-09-09
NOVAKMI01,Mike,Novak,C,1948,1953,6,9,219,Loyola University Chicago,1915-04-23
NOVAKST01,Steve,Novak,F,2006,2009,6,10,220,Marquette University,1984-06-13
NOWELME01,Mel,Nowell,G,1962,1967,6,2,170,Ohio State University,1939-12-27
NOWITDI01,Dirk,Nowitzki,F,1998,2009,6,11,237,NULL,1978-06-19
NUTTDE01,Dennis,Nutt,G,1986,1986,6,2,170,Texas Christian University,1963-03-25
NWOSUJU01,Julius,Nwosu,F,1994,1994,6,10,255,Liberty University,1971-05-01
OBANCH01,Charles,O'bannon,G,1997,1998,6,5,209,University of California - Los Angeles,1975-02-22
OBANED01,Ed,O'bannon,F,1995,1996,6,8,222,University of California - Los Angeles,1972-08-14
OBOYJO01,John,O'boyle,G,1952,1952,6,2,185,Colorado State University,1928-03-07
OBRIBO01,Bob,O'brien,F,1947,1948,6,4,190,Pepperdine University,1927-01-26
OBRIRA01,Ralph,O'brien,G,1951,1952,5,9,160,Butler University,1928-04-08
OBRYAPA01,Patrick,O'Bryant,C,2006,2009,7,0,249,Bradley University,1986-06-20
OCONDE01,Dermie,O'connell,G,1948,1949,6,0,174,College of Holy Cross,1928-04-13
ODONAN01,Andy,O'donnell,G,1949,1949,6,1,180,Loyola College in Maryland,1925-03-10
OGRAFR01,Francis,O'grady,G,1946,1948,5,11,160,Georgetown University,1920-01-19
OKEEDI01,Dick,O'keefe,G,1947,1950,6,2,185,Santa Clara University,1923-09-29
OKEETO01,Tommy,O'keefe,G,1950,1950,6,2,185,Georgetown University,1926-07-16
OKORMI01,Mike,O'Koren,F,1980,1987,6,7,207,University of North Carolina,1958-02-07
OMALGR01,Grady,O'malley,F,1969,1969,6,5,205,Manhattan College,1948-04-25
ONEAJE01,Jermaine,O'neal,C,1996,2009,6,11,226,NULL,1978-10-13
ONEASH01,Shaquille,O'neal,C,1992,2009,7,1,300,Louisiana State University,1972-03-06
ONEIMI01,Mike,O'neil,F,1952,1952,6,3,210,University of California Berkeley,1927-01-01
OSHEKE01,Kevin,O'shea,G,1950,1952,6,2,175,University of Notre Dame,1925-07-10
OSHIGA01,Garland,O'shields,G,1946,1946,6,1,195,University of Tennessee,1921-05-23
OSULDA01,Dan,O'sullivan,C,1990,1995,6,10,250,Fordham University,1968-03-03
OAKLECH01,Charles,Oakley,F,1985,2003,6,8,225,Virginia Union University,1963-12-18
OBERTFA01,Fabricio,Oberto,C,2005,2009,6,10,245,NULL,1975-03-21
OBRIEJI01,Jimmy,Obrien,G,1971,1974,6,1,170,Boston College,1949-04-09
OBRIEJI02,Jim,Obrien,F,1973,1974,6,7,200,University of Maryland,1951-11-07
ODENGR01,Greg,Oden,C,2008,2009,7,0,250,Ohio State University,1988-01-22
ODOMLA01,Lamar,Odom,F,1999,2009,6,10,220,University of Rhode Island,1979-11-06
